codigo,area,habilidade
EM13LP27,Língua Portuguesa,"Organizar situações de estudo e utilizar procedimentos e estratégias de leitura adequados aos objetivos e à natureza do conhecimento em questão. 3, 7."
EM13LP28,Língua Portuguesa,"Resumir e resenhar textos, com o manejo adequado das vozes envolvidas (do autor da obra e do resenhador), por meio do uso de paráfrases, marcas do discurso reportado e citações, para uso em textos de divulgação de estudos e pesquisas. 2, 3."
EM13LP29,Língua Portuguesa,"Realizar pesquisas de diferentes tipos (bibliográfica, de campo, experimento científico, levantamento de dados etc.), usando fontes abertas e confiáveis, registrando o processo e comunicando os resultados, tendo em vista os objetivos colocados e demais elementos do contexto de produção, como forma de compreender como o conhecimento científico é produzido e apropriar-se dos procedimentos e dos gêneros textuais envolvidos na realização de pesquisas. 7."
EM13LP30,Língua Portuguesa,"Compreender criticamente textos de divulgação científica orais, escritos e multissemióticos de diferentes áreas do conhecimento, identificando sua organização tópica e a hierarquização das informações, questionando fontes não confiáveis e problematizando enfoques tendenciosos ou superficiais. 1."
EM13LP31,Língua Portuguesa,"Selecionar informações e dados necessários para uma dada pesquisa (sem excedê-los) em diferentes fontes (orais, impressas, digitais etc.) e comparar autonomamente esses conteúdos, levando em conta seus contextos de produção, referências e índices de confiabilidade, e percebendo coincidências, complementaridades, contradições, erros ou imprecisões conceituais e de dados, de forma a compreender e posicionar-se criticamente sobre esses conteúdos e estabelecer recortes precisos. 7 509 LINGUAGENS E SUAS TECNOLOGIAS – LÍNGUA PORTUGUESA ENSINO MÉDIO CAMPO DAS PRÁTICAS DE ESTUDO E PESQUISA PRÁTICAS Leitura, escuta, produção de textos (orais, escritos, multissemióticos) e análise linguística/semiótica Habilidades Competências específicas."
EM13LP32,Língua Portuguesa,"Selecionar, elaborar e utilizar instrumentos simples de coleta de dados e informações (questionários, enquetes, mapeamentos, opinários) e de tratamento e análise dos conteúdos obtidos, que atendam adequadamente a diferentes objetivos de pesquisa. 3."
EM13LP33,Língua Portuguesa,"Produzir textos para a divulgação do conhecimento e de resultados de levantamentos e pesquisas – texto monográfico, ensaio, artigo de divulgação científica, verbete de enciclopédia (colaborativa ou não), infográfico (estático ou animado), relato de experimento, relatório, relatório multimidiático de campo, reportagem científica, podcast ou vlog científico, apresentações orais, seminários, comunicações em mesas redondas, mapas dinâmicos etc. –, considerando o contexto de produção e utilizando os conhecimentos sobre os gêneros de divulgação científica, de forma a engajar-se em processos significativos de socialização e divulgação do conhecimento. 3."
EM13LP34,Língua Portuguesa,"Utilizar adequadamente ferramentas de apoio a apresentações orais, escolhendo e usando tipos e tamanhos de fontes que permitam boa visualização, topicalizando e/ou organizando o conteúdo em itens, inserindo de forma adequada imagens, gráficos, tabelas, formas e elementos gráficos, dimensionando a quantidade de texto e imagem por slide e usando, de forma harmônica, recursos (efeitos de transição, slides mestres, layouts personalizados, gravação de áudios em slides etc.). 7 510 BASE NACIONAL COMUM CURRICULAR CAMPO JORNALÍSTICO-MIDIÁTICO Trata-se de ampliar as possibilidades de participação dos jovens nas práticas relativas ao trato com a informação e opinião, as quais estão no centro da esfera jornalística/ midiática. Para além de consolidar habilidades envolvidas na escuta, leitura e produção de textos que circulam no campo, o que se pretende é propiciar experiências que mantenham os jovens interessados pelos fatos que acontecem na sua comunidade, na sua cidade e no mundo e que afetam as vidas das pessoas. Pretende-se que os jovens incorporem em suas vidas a prática de escuta, leitura e produção de textos pertencentes a gêneros da esfera jornalística em diferentes fontes, veículos e mídias, e desenvolvam autonomia e pensamento crítico para se situar em relação a interesses e posicionamentos diversos. Também está em jogo a produção de textos noticiosos, opinativos e a participação em discussões e debates de forma ética e respeitosa. Fenômenos e práticas relacionadas às redes sociais também devem ser tematizados, assim como devem ser vislumbrados usos mais colaborativos das redes. Vários são os gêneros possíveis de serem contemplados em atividades de leitura e produção de textos. Além dos gêneros já elencados para o Ensino Fundamental (entrevista, reportagem, fotorreportagem, foto-denúncia, artigo de opinião, editorial, resenha crítica, crônica, comentário, debate, vlog noticioso, vlog cultural, meme, charge, charge digital, political remix, anúncio publicitário, propaganda, jingle, spot, entre outros), devem ter espaço gêneros mais complexos relacionados com a apuração e o relato de fatos e situações (reportagem multimidiática, documentário) e/ou com a opinião (crítica da mídia, ensaio e vlog de opinião etc.), tanto no que se refere a práticas de leitura/recepção quanto às de produção. Ainda com relação a esse campo, trata-se também de compreender as formas de persuasão do discurso publicitário e o apelo ao consumo, incluindo discussões sobre as formas contemporâneas de publicidade utilizadas nas várias mídias e ambientes digitais. Parâmetros para a organização/progressão curriculares • Possibilitar que, ao longo dos anos, os estudantes experimentem, de forma significativa, diferentes papéis envolvendo a circulação de informação e opinião: repórter, fotorrepórter, editor, comentador, articulista, curador, leitor (que compartilha, comenta e avalia), crítico de produções culturais, booktuber, vlogger e outros. • Considerar a diversidade de gêneros escritos, orais e multimodais ao longo dos três anos, buscando o equilíbrio entre os informativos, argumentativos e apreciativos, entre os mais complexos (documentários, reportagem multimidiática, ensaio etc.) e os menos complexos. 511 LINGUAGENS E SUAS TECNOLOGIAS – LÍNGUA PORTUGUESA ENSINO MÉDIO • Possibilitar que vivenciem processos colaborativos de apuração de fatos tidos como de relevância social, por meio de coberturas diretas, entrevistas, levantamentos de dados e afins e tratamento e divulgação de informações sobre esses fatos, utilizando ferramentas de escrita colaborativa e de curadoria e agregadores de conteúdos. • Considerar produções que envolvam diferentes mídias, de forma que os jovens possam manipular editores de texto, foto, áudio, vídeo, infográfico e de outros tipos e explorar elementos e características das diferentes linguagens envolvidas e os efeitos de sentido que podem provocar, de forma a poder ampliar as possibilidades de análise e concretização de diferentes projetos enunciativos envolvendo a divulgação de relato de fatos ou atitude responsiva em relação aos relatos e opiniões em circulação. CAMPO JORNALÍSTICO-MIDIÁTICO PRÁTICAS Leitura, escuta, produção de textos (orais, escritos, multissemióticos) e análise linguística/semiótica Habilidades Competências específicas."
EM13LP35,Língua Portuguesa,"Analisar os interesses que movem o campo jornalístico, os impactos das novas tecnologias no campo e as condições que fazem da informação uma mercadoria e da checagem de informação uma prática (e um serviço) essencial, adotando atitude analítica e crítica diante dos textos jornalísticos. 2."
EM13LP36,Língua Portuguesa,"Conhecer e analisar diferentes projetos editorias – institucionais, privados, públicos, financiados, independentes etc. –, de forma a ampliar o repertório de escolhas possíveis de fontes de informação e opinião, reconhecendo o papel da mídia plural para a consolidação da democracia. 2."
EM13LP37,Língua Portuguesa,"Analisar os diferentes graus de parcialidade/imparcialidade (no limite, a não neutralidade) em textos noticiosos, comparando relatos de diferentes fontes e analisando o recorte feito de fatos/dados e os efeitos de sentido provocados pelas escolhas realizadas pelo autor do texto, de forma a manter uma atitude crítica diante dos textos jornalísticos e tornar-se consciente das escolhas feitas como produtor. 1, 2."
EM13LP38,Língua Portuguesa,"Usar procedimentos de checagem de fatos noticiados e fotos publicadas (verificar/avaliar veículo, fonte, data e local da publicação, autoria, URL, formatação; comparar diferentes fontes; consultar ferramentas e sites checadores etc.), de forma a combater a proliferação de notícias falsas (fake news). 7."
EM13LP39,Língua Portuguesa,"Analisar o fenômeno da pós-verdade – discutindo as condições e os mecanismos de disseminação de fake news e também exemplos, causas e consequências desse fenômeno e da prevalência de crenças e opiniões sobre fatos –, de forma a adotar atitude crítica em relação ao fenômeno e desenvolver uma postura flexível que permita rever crenças e opiniões quando fatos apurados as contradisserem. 2, 7 512 BASE NACIONAL COMUM CURRICULAR CAMPO JORNALÍSTICO-MIDIÁTICO PRÁTICAS Leitura, escuta, produção de textos (orais, escritos, multissemióticos) e análise linguística/semiótica Habilidades Competências específicas."
EM13LP40,Língua Portuguesa,"Analisar os processos humanos e automáticos de curadoria que operam nas redes sociais e outros domínios da internet, comparando os feeds de diferentes páginas de redes sociais e discutindo os efeitos desses modelos de curadoria, de forma a ampliar as possibilidades de trato com o diferente e minimizar o efeito bolha e a manipulação de terceiros. 7."
EM13LP41,Língua Portuguesa,"Acompanhar, analisar e discutir a cobertura da mídia diante de acontecimentos e questões de relevância social, local e global, comparando diferentes enfoques e perspectivas, por meio do uso de ferramentas de curadoria de informação (como agregadores de conteúdo) e da consulta a serviços e fontes de checagem e curadoria de informação, de forma a aprofundar o entendimento sobre um determinado fato ou questão, identificar o enfoque preponderante da mídia e manter-se implicado, de forma crítica, com os fatos e as questões que afetam a coletividade. 2."
EM13LP42,Língua Portuguesa,"Atuar de forma fundamentada, ética e crítica na produção e no compartilhamento de comentários, textos noticiosos e de opinião, memes, gifs, remixes variados etc. em redes sociais ou outros ambientes digitais. 7."
EM13LP43,Língua Portuguesa,"Analisar formas contemporâneas de publicidade em contexto digital e peças de campanhas publicitárias e políticas (cartazes, folhetos, anúncios, propagandas em diferentes mídias, spots, jingles etc.), explicando os mecanismos de persuasão utilizados e os efeitos de sentido provocados pelas escolhas feitas em termos de elementos e recursos linguístico-discursivos, imagéticos, sonoros, gestuais e espaciais, entre outros, e destacando valores e representações de situações, grupos e configurações sociais veiculadas, a fim de desconstruir eventuais estereótipos e proceder a uma avaliação crítica da publicidade e das práticas de consumo. 1, 7."
EM13LP44,Língua Portuguesa,"Analisar, discutir, produzir e socializar, tendo em vista temas e acontecimentos de interesse local ou global, notícias, fotodenúncias, fotorreportagens, reportagens multimidiáticas, documentários, infográficos, podcasts noticiosos, artigos de opinião, críticas da mídia, vlogs de opinião, textos de apresentação e apreciação de produções culturais (resenhas, ensaios etc.) e outros gêneros próprios das formas de expressão das culturas juvenis (vlogs e podcasts culturais, gameplay etc.), em várias mídias, vivenciando de forma significativa o papel de repórter, analista, crítico, editorialista ou articulista, leitor, vlogueiro e booktuber, entre outros. 1, 3 513 LINGUAGENS E SUAS TECNOLOGIAS – LÍNGUA PORTUGUESA ENSINO MÉDIO CAMPO ARTÍSTICO-LITERÁRIO Neste campo, trata-se, principalmente, de levar os estudantes a ampliar seu repertório de leituras e selecionar obras significativas para si, conseguindo apreender os níveis de leitura presentes nos textos e os discursos subjacentes de seus autores. Ao engajar-se mais criticamente, os jovens podem atualizar os sentidos das obras, possibilitando compartilhá-las em redes sociais, na escola e diálogos com colegas e amigos. Trata-se, portanto, além da apropriação para si, de desfrutar também dos modos de execução das obras, que ocorre com a ajuda de procedimentos de análise linguística e semiótica. A prática da leitura literária, assim como de outras linguagens, deve ser capaz também de resgatar a historicidade dos textos: produção, circulação e recepção das obras literárias, em um entrecruzamento de diálogos (entre obras, leitores, tempos históricos) e em seus movimentos de manutenção da tradição e de ruptura, suas tensões entre códigos estéticos e seus modos de apreensão da realidade. Espera-se que os leitores/fruidores possam também reconhecer na arte formas de crítica cultural e política, uma vez que toda obra expressa, inevitavelmente, uma visão de mundo e uma forma de conhecimento, por meio de sua construção estética. Para encontrar modos de experimentar e posicionar-se, os estudantes podem participar de eventos e práticas artísticas coletivas, mediante sua própria produção artística, combinando a escrita literária com outras formas semióticas de expressão. Desse modo, eles podem expor suas preferências ideológicas e estéticas e consolidar um conjunto de valores e conhecimento da língua e da arte. No Ensino Médio, devem ser introduzidas para fruição e conhecimento, ao lado da literatura africana, afro-brasileira, indígena e da literatura contemporânea, obras da tradição literária brasileira e de língua portuguesa, de um modo mais sistematizado, em que sejam aprofundadas as relações com os períodos históricos, artísticos e culturais. Essa tradição, em geral, é constituída por textos clássicos, que se perfilaram como canônicos – obras que, em sua trajetória até a recepção contemporânea, mantiveram-se reiteradamente legitimadas como elemento expressivo de suas épocas. Nesse sentido, a tradição literária tem importância não só por sua condição de patrimônio, mas também por possibilitar a apreensão do imaginário e das formas de sensibilidade de uma determinada época, de suas formas poéticas e das formas de organização social e cultural do Brasil, sendo ainda hoje capazes de tocar os leitores nas emoções e nos valores. Além disso, tais obras proporcionam o contato com uma linguagem que amplia o repertório linguístico dos jovens e oportuniza novas potencialidades e experimentações de uso da língua, no contato com as ambiguidades da linguagem e seus múltiplos arranjos. Está em jogo, também, nesta etapa, um trabalho mais sistemático com a escrita literária, o fazer poético, cujo trabalho é lento e demanda seleções e experimentações 514 BASE NACIONAL COMUM CURRICULAR de conteúdo e de recursos linguísticos variados, tendo em vista um interlocutor. Com isso, tais escolhas podem funcionar como processo de autoconhecimento, ao mobilizar ideias, sentimentos e emoções. Parâmetros para a organização/progressão curricular • Diversificar, ao longo do Ensino Médio, produções das culturas juvenis contemporâneas (slams, vídeos de diferentes tipos, playlists comentadas, raps e outros gêneros musicais etc.), minicontos, nanocontos, best-sellers, literatura juvenil brasileira e estrangeira, incluindo entre elas a literatura africana de língua portuguesa, a afro-brasileira, a latino-americana etc., obras da tradição popular (versos, cordéis, cirandas, canções em geral, contos folclóricos de matrizes europeias, africanas, indígenas etc.) que possam aproximar os estudantes de culturas que subjazem na formação identitária de grupos de diferentes regiões do Brasil. • Ampliar o repertório de clássicos brasileiros e estrangeiros com obras mais complexas que representem desafio para os estudantes do ponto de vista dos códigos linguísticos, éticos e estéticos. • Estabelecer seleções em perspectivas comparativas e dialógicas, que considerem diferentes gêneros literários, culturas e temas. • Abordar obras de diferentes períodos históricos, que devem ser apreendidas em suas dimensões sincrônicas e diacrônicas para estabelecer relações com o que veio antes e o que virá depois. • Propor a leitura de obras significativas da literatura brasileira, contextualizando sua época, suas condições de produção, circulação e recepção, tanto no eixo diacrônico quanto sincrônico, ficando a critério local estabelecer ou não a abordagem do conjunto de movimentos estéticos, obras e autores, de forma linear, crescente ou decrescente, desde que a leitura efetiva de obras selecionadas não seja prejudicada. • Encontrar outros tempos e espaços para contemplar a escrita literária, considerando ferramentas e ambientes digitais, além de outros formatos – oficinas de criação, laboratórios ou projetos de escritas literárias, comunidades de escritores etc. Trata-se de lidar com um fazer poético que, conforme já foi explicado, é uma forma de produção lenta e que demanda seleções de conteúdo e de recursos linguísticos variados. Assim sendo, essas escolhas podem funcionar como processo de autoconhecimento, no ir e vir da busca das palavras certas para revelar uma ideia, um sentimento e uma emoção, na experimentação de uma forma de composição, de uma sintaxe e de um léxico. Esse processo pode até mesmo envolver a quebra intencional de algumas das características estáveis dos gêneros, a hibridização de gêneros ou o uso de recursos literários em textos ligados a outros campos, como forma de provocar efeitos de sentidos diversos na escrita de textos pertencentes aos mais diferentes gêneros discursivos, não apenas os da esfera literária. 515 LINGUAGENS E SUAS TECNOLOGIAS – LÍNGUA PORTUGUESA ENSINO MÉDIO CAMPO ARTÍSTICO-LITERÁRIO PRÁTICAS Leitura, escuta, produção de textos (orais, escritos, multissemióticos) e análise linguística/semiótica Habilidades Competências específicas."
EM13LP45,Língua Portuguesa,"Compartilhar sentidos construídos na leitura/escuta de textos literários, percebendo diferenças e eventuais tensões entre as formas pessoais e as coletivas de apreensão desses textos, para exercitar o diálogo cultural e aguçar a perspectiva crítica. 6."
EM13LP46,Língua Portuguesa,"Participar de eventos (saraus, competições orais, audições, mostras, festivais, feiras culturais e literárias, rodas e clubes de leitura, cooperativas culturais, jograis, repentes, slams etc.), inclusive para socializar obras da própria autoria (poemas, contos e suas variedades, roteiros e microrroteiros, videominutos, playlists comentadas de música etc.) e/ou interpretar obras de outros, inserindo-se nas diferentes práticas culturais de seu tempo. 3, 6."
EM13LP47,Língua Portuguesa,"Analisar assimilações e rupturas no processo de constituição da literatura brasileira e ao longo de sua trajetória, por meio da leitura e análise de obras fundamentais do cânone ocidental, em especial da literatura portuguesa, para perceber a historicidade de matrizes e procedimentos estéticos. 1, 6."
EM13LP48,Língua Portuguesa,"Perceber as peculiaridades estruturais e estilísticas de diferentes gêneros literários (a apreensão pessoal do cotidiano nas crônicas, a manifestação livre e subjetiva do eu lírico diante do mundo nos poemas, a múltipla perspectiva da vida humana e social dos romances, a dimensão política e social de textos da literatura marginal e da periferia etc.) para experimentar os diferentes ângulos de apreensão do indivíduo e do mundo pela literatura. 1, 6."
EM13LP49,Língua Portuguesa,"Analisar relações intertextuais e interdiscursivas entre obras de diferentes autores e gêneros literários de um mesmo momento histórico e de momentos históricos diversos, explorando os modos como a literatura e as artes em geral se constituem, dialogam e se retroalimentam. 6."
EM13LP50,Língua Portuguesa,"Selecionar obras do repertório artístico-literário contemporâneo à disposição segundo suas predileções, de modo a constituir um acervo pessoal e dele se apropriar para se inserir e intervir com autonomia e criticidade no meio cultural. 3 516 BASE NACIONAL COMUM CURRICULAR CAMPO ARTÍSTICO-LITERÁRIO PRÁTICAS Leitura, escuta, produção de textos (orais, escritos, multissemióticos) e análise linguística/semiótica Habilidades Competências específicas."
EM13LP51,Língua Portuguesa,"Analisar obras significativas da literatura brasileira e da literatura de outros países e povos, em especial a portuguesa, a indígena, a africana e a latino-americana, com base em ferramentas da crítica literária (estrutura da composição, estilo, aspectos discursivos), considerando o contexto de produção (visões de mundo, diálogos com outros textos, inserções em movimentos estéticos e culturais etc.) e o modo como elas dialogam com o presente. 1, 2."
EM13LP52,Língua Portuguesa,"Produzir apresentações e comentários apreciativos e críticos sobre livros, filmes, discos, canções, espetáculos de teatro e dança, exposições etc. (resenhas, vlogs e podcasts literários e artísticos, playlists comentadas, fanzines, e-zines etc.). 1, 3."
