código,etapa,ano_ou_faixa,campo_experiência,componente,número,habilidade,unidade_tematica,objeto_conhecimento,em_foco,mf_classificacao,mf_conhecimento_previo,mf_objetivos,mf_competencias,mf_habilidades_relacionadas,mf_comentarios
EF03LP24,Ensino Fundamental,03,,Língua Portuguesa,24,"Ler/ouvir e compreender, com autonomia, relatos de observações e de pesquisas em fontes de informações, considerando a situação comunicativa e o tema/assunto do texto.",Leitura/escuta (compartilhada e autônoma),Compreensão em leitura,sim,AF,EF02LP25,"• Experimentar a leitura/escuta de relatos de observações e pesquisas.
• Reconhecer a situação comunicativa e o tema/assunto do texto dos relatos de pesquisas em fontes de informação.","CG: 1 e 2
CA: 2
CE: 2 e 3","EF: EF15LP10; EF35LP03; EF35LP04;  EF15LP13;  EF35LP12                             AF: EF03LP25
AC: EF03LP09; EF03LP26","Trata-se de uma habilidade que requer o planejamento de diferentes situações de leitura/escuta com o foco no reconhecimento de características próprias a diferentes gêneros do campo das práticas de estudo e pesquisa (forma composicional, marcas linguísticas, conteúdo temático), como os relatos de observação e pesquisa, por exemplo. Reitera-se, também, que o trabalho com essa habilidade pode ser articulado à complementar EF03LP26, no que se refere à identificação dos recursos multissemióticos, como diagramação e formatação. Sugere-se, por meio de perguntas, investir no levantamento de hipóteses e inferências, a fim de verificar o repertório prévio dos estudantes sobre os temas dos textos, bem como estimulá-los a ter curiosidade sobre o assunto. Por exemplo: “O que vocês já conhecem sobre esse tema? O que gostariam de conhecer? Como é a linguagem utilizada?” etc. Propõe-se, ainda, a elaboração de mural de quebra-cabeça textual com a finalidade de favorecer a aprendizagem sobre a estrutura dos relatos de observações. Assim, pode-se solicitar aos estudantes que recortem as partes do texto para “encaixá-las” no local indicado no mural: introdução, material, métodos, resultados, conclusão etc. Propõe-se, como avaliação da aprendizagem, o desenvolvimento do mural, bem como as intervenções dos estudantes durante a leitura/escuta dos relatos. Espera-se que os estudantes trabalhem com autonomia no desenvolvimento desta habilidade."
EF03LP25,Ensino Fundamental,03,,Língua Portuguesa,25,"Planejar e produzir textos para apresentar resultados de observações e de pesquisas em fontes de informações, incluindo, quando pertinente, imagens, diagramas e gráficos ou tabelas simples, considerando a situação comunicativa e o tema/assunto do texto.",Produção de textos (escrita compartilhada e autônoma),Produção de textos,sim,AF,,"• Planejar relatórios de observação e pesquisa, considerando sua estrutura e função social.
• Produzir textos utilizando, quando necessário, recursos visuais e gráficos","CG: 2 e 4
CA: 2 e 3
CE: 3 e 5",EF: EF15LP02; EF15LP04; EF15LP05; EF15LP06; EF35LP07; EF35LP08; EF35LP09   AF: EF03LP24    AC: EF03LP26,"Essa habilidade prevê o planejamento e a produção de textos com foco na apresentação de resultados de observações e de pesquisas em fontes de informação. Sugere-se que a proposta de produção seja desenvolvida com base em situações reais em que os estudantes tenham realizado  experimentos e/ou pesquisas. Dessa maneira, é possível considerar a elaboração de projetos interdisciplinares vinculados à Arte, no que se refere à experiência cromática, por exemplo. E, também, com a Educação Física, tendo em vista pesquisas em fontes de informações sobre temas relacionados ao componente (jogos de cultura popular, danças de matrizes indígena e africana, esportes de rede/parede etc.). Na etapa de planejamento, recomenda-se promover discussões sobre o propósito comunicativo do texto, o contexto de circulação e o suporte. Por exemplo, os estudantes podem publicar os textos em enciclopédias científicas, folhetos de divulgação científica, entre outros. Considere, também, outros aspectos relevantes à produção do texto, como o uso da linguagem científica, organização e estrutura próprias de relatos e protocolos científicos (introdução, materiais, procedimento, resultados e conclusão). Na etapa de produção, mobilize-os a considerar o uso de tabelas, quadros, diagramas etc. Além disso, propõe-se que a primeira versão do texto seja compartilhada com os colegas para que eles possam fazer comentários e dar sugestões, desse modo, colaborando com a etapa de reescrita."
EF03LP26,Ensino Fundamental,03,,Língua Portuguesa,26,"Identificar e reproduzir, em relatórios de observação e pesquisa, a formatação e diagramação específica desses gêneros (passos ou listas de itens, tabelas, ilustrações, gráficos, resumo dos resultados), inclusive em suas versões orais.",Análise linguística/semiótica (Ortografização),Adequação do texto às normas de escrita,,,,,,,
EF03LP27,Ensino Fundamental,03,,Língua Portuguesa,27,"Recitar cordel e cantar repentes e emboladas, observando as rimas e obedecendo ao ritmo e à melodia.",Oralidade,Performances orais,sim,AF,EF02LP15,"• Reconhecer os recursos rítmicos em cordel, repentes e emboladas.
• Recitar cordel com expressividade e ritmo.
• Cantar repentes e emboladas com expressividade e ritmo.","CG: 2, 3 e 4
CA: 2, 3 e 5
CE: 3, 5 e 9",EF: EF15LP12    AF: EF35LP23; EF35LP27; EF35LP28; EF35LP31,"Essa habilidade exige que o estudante seja capaz de reconhecer os efeitos de sentido presentes no cordel, no repente e no embolada para que, então, possa ler/recitar/cantar com fluência, ritmo e com entonação, postura e interpretação adequadas. Desse modo, essa habilidade pode ser desenvolvida de modo articulado às EF15LP12, EF35LP28 e EF35LP11. Pode-se, primeiramente, promover situações de escuta de cordel e repentes, a fim de mobilizar o estudante a analisar as expressões corporais associadas à fala como responsável por provocar efeitos de sentido nos textos orais. Assim, possibilita-se a apreciação desse tipo de texto, para favorecer a performance do estudante em situações de réplica. Nesse sentido, propõe-se o planejamento de saraus, rodas de leituras, “circos” literários para que o estudante possa recitar cordéis e cantar repentes. Sugere-se, em especial, o desenvolvimento de propostas integradas à Arte. Há uma oportunidade de estimular a curiosidade, o reconhecimento e o respeito relativos à variação linguística local e nacional apresentada no cordel/repente. Dessa maneira, é possível criar projetos interdisciplinares atrelados à área de Ciências Humanas no que se refere à identificação das características regionais, urbanas e rurais da fala."
EF03MA01,Ensino Fundamental,03,,Matemática,01,"Ler, escrever e comparar números naturais de até a ordem de unidade de milhar, estabelecendo relações entre os registros numéricos e em língua materna.",Números,"Leitura, escrita, comparação e ordenação de números naturais de quatro ordens",sim,EF,EF02MA01,"• Ler, representar, comparar e ordenar números naturais até a ordem de unidade de milhar.
• Perceber regularidades da escrita numérica e do sistema de numeração decimal.
• Utilizar as características do sistema de numeração decimal para interpretar e produzir escritas e informações numéricas em situações diversas.
• Escrever números por extenso.","CE: 3
CG: 1 e 4",EF03MA04,"Para que o aluno consiga comparar e ordenar números até a ordem da unidade de milhar, é necessário desenvolver o conhecimento da sequência numérica (escrita e falada) e oportunizar diferentes situações para que os alunos desenvolvam estratégias de comparações envolvendo números. O apoio da reta numérica graduada em intervalos de 10 em 10 e, também, de 100 em 100 pode contribuir significativamente para o desenvolvimento desta habilidade. A leitura e escrita de números merece destaque nesta habilidade, sobretudo para que o aluno estabeleça relações entre a representação de um número no sistema de numeração decimal através da linguagem materna. As situações envolvendo leitura de dados em gráficos e tabelas são bons contextos para essa aprendizagem, além do trabalho envolvendo jogos de memória e bingo de números grandes."
EF03MA02,Ensino Fundamental,03,,Matemática,02,"Identificar características do sistema de numeração decimal, utilizando a composição e a decomposição de número natural de até quatro ordens.",Números,Composição e decomposição de números naturais,sim,EF,"EF02MA04
EF03MA01","• Compor e decompor quantidades em unidades de milhar, centenas, dezenas e unidades, identificando e compreendendo as características do sistema de numeração decimal.
• Compreender que o sistema de numeração decimal é posicional.
• Compreender e estabelecer relações entre unidade, dezena, centena e unidade de milhar.","CE: 3
CG: 1 e 4",,"Esta habilidade dá início à sistematização das características do Sistema de Numeração Decimal (SND), que se concluirá no 5º ano. Após ampla exploração realizada no 1º e 2º anos, deve-se propor aos alunos situações em que as seguintes características ficam evidentes: (i) que os agrupamentos no SND ocorrem na base 10, ou seja, a cada 10 elementos de ordem inferior, podemos representar por 1 único elemento de ordem imediatamente superior (ou seja, a cada 10 unidades, podemos formar 1 dezena; a cada 10 dezenas, podemos compor 1 centena; e assim sucessivamente); (ii) que existe um símbolo (zero) para indicar ausência de quantidades numa ordem; (iii) por fim, e sobretudo, que o SND é um sistema posicional, o que significa dizer que a posição ocupada por um algarismo no número indica seu valor (o 4 na ordem das dezenas significa 40 enquanto que na ordem das centenas representa 400). Também é importante explorar situações em que esteja explícito o caráter aditivo e multiplicativo do SND. Por exemplo, o número 3674 pode ser representado por “três [mil] seis[centos] e sete[nta] e quatro”, o que na escrita numérica é 3 x 1000 + 6 x 100 + 7 x 10 + 4 x 1. A utilização de recursos como ábacos, fichas numéricas sobrepostas, calculadoras e também o sistema monetário pode ser potente se estes forem bem explorados para o desenvolvimento da habilidade em questão. Espera-se que ela seja mobilizada pelo estudante com fluência até o final do ano, pois estabelece um conjunto de procedimentos que serão utilizados para o trabalho com as operações matemáticas."
EF03MA03,Ensino Fundamental,03,,Matemática,03,Construir e utilizar fatos básicos da adição e da multiplicação para o cálculo mental ou escrito.,Números,"Construção de fatos fundamentais da adição, subtração e multiplicação",,,,,,,
EF03MA04,Ensino Fundamental,03,,Matemática,04,"Estabelecer a relação entre números naturais e pontos da reta numérica para utilizá-la na ordenação dos números naturais e também na construção de fatos da adição e da subtração, relacionando-os com deslocamentos para a direita ou para a esquerda.",Números,Reta numérica,,,,,,,
EF03MA05,Ensino Fundamental,03,,Matemática,05,"Utilizar diferentes procedimentos de cálculo mental e escrito, inclusive os convencionais, para resolver problemas significativos envolvendo adição e subtração com números naturais.",Números,Procedimentos de cálculo (mental e escrito) com números naturais: adição e subtração,sim,EF,"EF02MA06
 EF03MA02","• Resolver problemas que envolvam adição e subtração com números naturais utilizando diferentes procedimentos de cálculo.
• Reconhecer por meio da resolução de problemas que um mesmo raciocínio (operação) está relacionado a problemas diferentes e que um mesmo problema pode ser resolvido pelo uso de diferentes raciocínios.
• Ampliar os conhecimentos de cálculo (mental, escrito, exato, aproximado) por meio do conhecimento de regularidades de fatos fundamentais da adição e da subtração.
• Reconhecer, compreender e utilizar diferentes algoritmos para somar e subtrair.
• Utilizar a decomposição das escritas numéricas para a realização do cálculo mental e escrito das operações de adição e subtração.
• Efetuar adição com reserva e subtração com recurso até a ordem do milhar.","CE: 3
CG: 4","EF03MA03
EF03MA04
EF03MA11","Para além dos algoritmos convencionais, é importante que o aluno tenha a possibilidade de desenvolver outros procedimentos de cálculo para adição e subtração, como o cálculo mental, exato ou aproximado. Estimar a grandeza de uma soma ou subtração é uma boa proposta neste contexto, que pode incluir situações contextualizadas, envolvendo compra e venda de mercadorias. Para explorar cálculos não convencionais, é possível utilizar as fichas numéricas, quadros de números e o sistema monetário. Para o trabalho com algoritmo convencional, o apoio de materiais estruturados, como o ábaco ou material dourado, se faz bem importante."
EF03MA06,Ensino Fundamental,03,,Matemática,06,"Resolver e elaborar problemas de adição e subtração com os significados de juntar, acrescentar, separar, retirar, comparar e completar quantidades, utilizando diferentes estratégias de cálculo exato ou aproximado, incluindo cálculo mental.",Números,"Problemas envolvendo significados da adição e da subtração: juntar, acrescentar, separar, retirar, comparar e completar quantidades",sim,AF,EF03MA07,"• Resolver problemas envolveno adição e subtração utilizando estratégias pessoais de cálculo ou uma escrita matemática.
• Associar a subtração às ideias de subtrair, completar e comparar.
• Associar a adição às ideias de juntar e acrescentar.","CE: 3, 5 e 6
CG: 2, 4, 9 e 10",EF03MA09,"É importante que os alunos tenham a possibilidade de ampliar o trabalho iniciado nos anos anteriores acerca da resolução e elaboração de situações problemas envolvendo as ideias elementares da adição e subtração. Além das ideias de juntar/acrescentar (relativas à adição) e separar/tirar (relativas à subtração) uma atenção especial pode ser dedicada às ideias de completar e comparar, também associadas à subtração, uma vez que elas exigem um raciocínio mais elaborado pelos alunos. Por exemplo, dada duas coleções com quantidades diferentes (8 bonecas e 10 carrinhos) quantos brinquedos à mais uma tem em relação à outra? E quantos brinquedos uma tem a menos que a outra? (ideia de comparação). Outro exemplo refere-se a uma certa quantidade (11 figurinhas), poder determinar a quantidade necessária para atingir outro valor (20 figurinhas) (ideia de completar). No que se refere à elaboração de problemas com as ideias das operações indicadas na habilidade, há dois aspectos que precisam ser considerados: (i) a importância de os alunos terem repertório de resolução, ou seja, referências de uma gama variada de tipos de problemas e pressupor um; (ii) o trabalho posterior com o texto elaborado pelos alunos, o que envolve fazer a revisão coletiva, a troca entre os colegas e a discussão de semelhanças e diferenças entre os problemas criados."
EF03MA07,Ensino Fundamental,03,,Matemática,07,"Resolver e elaborar problemas de multiplicação (por 2, 3, 4, 5 e 10) com os significados de adição de parcelas iguais e elementos apresentados em disposição retangular, utilizando diferentes estratégias de cálculo e registros.",Números,"Problemas envolvendo diferentes significados da multiplicação e da divisão: adição de parcelas iguais, configuração retangular, repartição em partes iguais e medida",sim,AF,"EF03MA02
EF03MA05","• Associar a multiplicação a situações que envolvam adições de parcelas iguais e organização retangular na resolução de problemas.
• Reconhecer os fatos fundamentais da multiplicação e utilizá‑los na resolução e na elaboração de problemas.
• Compreender e utilizar diferentes formas de multiplicar.","CE: 3, 5 e 6
CG: 2, 4, 9 e 10",EF03MA08,"Está explícito nesta habilidade duas ideias elementares associadas à multiplicação: a adição de parcelas iguais e a disposição retangular. Situações que levem o aluno a adicionar repetidamente a mesma parcela (fui na padaria 3 vezes e em cada uma delas comprei 4 pães) são significativas para mostrar ao aluno uma maneira mais eficaz de representar a operação 4 + 4 + 4 = 3 x 4. No caso da disposição retangular, o trabalho com malhas quadriculadas pode ser interessante para indicar a área de um retângulo formado por 3 linhas cada uma com 4 quadradinhos (4 + 4 + 4 = 3 x 4), ou seja, o número de linhas multiplicado pela quantidade de quadradinhos de cada uma delas. Neste momento, ainda não é necessário memorizar os fatos básicos da multiplicação (por 2, 3, 4, 5 e 10), mas é eficaz a representação do tipo a x b = c para indicar a escrita aditiva de parcelas iguais e a percepção de regularidades presentes nos fatos fundamentais. Comparar duas tabuadas, percebendo semelhanças e diferenças entre elas, pode ser uma boa proposta."
EF03MA08,Ensino Fundamental,03,,Matemática,08,"Resolver e elaborar problemas de divisão de um número natural por outro (até 10), com resto zero e com resto diferente de zero, com os significados de repartição equitativa e de medida, por meio de estratégias e registros pessoais.",Números,"Problemas envolvendo diferentes significados da multiplicação e da divisão: adição de parcelas iguais, configuração retangular, repartição em partes iguais e medida",,,,,,,
EF03MA09,Ensino Fundamental,03,,Matemática,09,"Associar o quociente de uma divisão com resto zero de um número natural por 2, 3, 4, 5 e 10 às ideias de metade, terça, quarta, quinta e décima partes.",Números,"Significados de metade, terça parte, quarta parte, quinta parte e décima parte",,,,,,,
EF03MA10,Ensino Fundamental,03,,Matemática,10,"Identificar regularidades em sequências ordenadas de números naturais, resultantes da realização de adições ou subtrações sucessivas, por um mesmo número, descrever uma regra de formação da sequência e determinar elementos faltantes ou seguintes.",Álgebra,Identificação e descrição de regularidades em sequências numéricas recursivas,sim,EF,"EF02MA09
EF03MA01
EF03MA05","• Identificar regularidades por meio de investigação em sequências ordenadas de números naturais resultantes da realização de adições ou subtrações sucessivas.
• Descrever a regra de formação de uma sequência numérica.
• Determinar em uma sequência numérica elementos faltantes ou seguintes por meio de investigação.","CE: 3 e 4
CG: 4",,"Para o desenvolvimento desta habilidade, é possível desenvolver situações em que o aluno tenha que relatar o padrão utilizado em sequências resultantes de adições/subtrações sucessivas do mesmo valor. Por exemplo, pode-se pedir que o aluno explique o que está ocorrendo na sequência (2, 13, 24, 35, ... - adição sucessiva de 11) ou solicitar que diga qual é o próximo termo da sequência (150, 135, 120, 105, ... - subtração sucessiva de 15).  O trabalho envolvendo sequências formadas por figuras nas quais o aluno deve determinar termos ausentes, também pode ser explorado no desenvolvimento desta habilidade."
EF03MA11,Ensino Fundamental,03,,Matemática,11,Compreender a ideia de igualdade para escrever diferentes sentenças de adições ou de subtrações de dois números naturais que resultem na mesma soma ou diferença.,Álgebra,Relação de igualdade,,,,,,,
EF03MA12,Ensino Fundamental,03,,Matemática,12,"Descrever e representar, por meio de esboços de trajetos ou utilizando croquis e maquetes, a movimentação de pessoas ou de objetos no espaço, incluindo mudanças de direção e sentido, com base em diferentes pontos de referência.",Geometria,Localização e movimentação: representação de objetos e pontos de referência,,,,,,,
EF03MA13,Ensino Fundamental,03,,Matemática,13,"Associar figuras geométricas espaciais (cubo, bloco retangular, pirâmide, cone, cilindro e esfera) a objetos do mundo físico e nomear essas figuras.",Geometria,"Figuras geométricas espaciais (cubo, bloco retangular, pirâmide, cone, cilindro e esfera): reconhecimento, análise de características e planificações",,,,,,,
EF03MA14,Ensino Fundamental,03,,Matemática,14,"Descrever características de algumas figuras geométricas espaciais (prismas retos, pirâmides, cilindros, cones), relacionando-as com suas planificações.",Geometria,"Figuras geométricas espaciais (cubo, bloco retangular, pirâmide, cone, cilindro e esfera): reconhecimento, análise de características e planificações",sim,AF,EF02MA14,"• Identificar, nomear e descrever as propriedades dos prismas (cubo e bloco retangular).
• Identificar e descrever as características e as propriedades das pirâmides.
• Identificar faces, vértices e arestas em prismas e pirâmides.
• Analisar diferentes planificações da pirâmide, do cubo, do bloco retangular do cone e do cilindro.
• Identificar figuras planas como partes de um sólido geométrico.
• Identificar e descrever características e propriedades de figuras geométricas espaciais, como prismas e pirâmides, e relacionar cada uma delas a suas planificações.","CE: 3 e 4
CG: 3 e 4","EF03MA12
EF03MA13
EF03MA21","Ampliando o foco das habilidades envolvendo sólidos geométricos dos anos anteriores nesta habilidade, a planificação de tais formas geométricas é sugerida como elemento facilitador para que os alunos identifiquem suas características. Através da abertura de uma aresta em comum ou pela rolagem do sólido geométrico sobre uma folha, é possível obter um molde (planificação) de tal sólido e, com isso, identificar as formas planas que o compõe. Também é possível questionar características importantes para diferenciar, por exemplo, prismas (que apresentam duas bases) das pirâmides (que apresentam base única). Propostas em que os alunos tenham que argumentar, desenhar, representar e escrever sobre o que observam, auxiliam no desenvolvimento do letramento matemático dos alunos."
EF03MA15,Ensino Fundamental,03,,Matemática,15,"Classificar e comparar figuras planas (triângulo, quadrado, retângulo, trapézio e paralelogramo) em relação a seus lados (quantidade, posições relativas e comprimento) e vértices.",Geometria,"Figuras geométricas planas (triângulo, quadrado, retângulo, trapézio e paralelogramo): reconhecimento e análise de características",sim,AF,EF01MA14,"• Identificar propriedades do quadrado, do retângulo, do paralelogramo, do triângulo e do trapézio.
• Identificar semelhanças e diferenças entre formas planas e não planas.
• Identificar e nomear as principais figuras planas, tais como quadrado, retângulo, trapézio e paralelogramo, e classificá-las quanto ao número de lados e de vértices.","CE: 3 e 4
CG: 3 e 4",EF03MA16            EF03MA21,"A partir das representações planas dos sólidos geométricos (ver habilidade EF03MA14) é possível analisar seus elementos, como número de vértices e de lados para elaborar uma classificação prévia, diferenciando triângulos e quadriláteros. Através de cópias dos quadriláteros e dobraduras, é possível comparar a medida de seus lados (se são ou não congruentes) e reservar para o próximo ano a comparação relativa às posições dos lados (se são ou não paralelos). O mesmo pode ser aplicado ao fato de os lados serem ou não perpendiculares entre si, pois a noção de ângulo reto será abrangida apenas no 4º ano. Quebra-cabeças, mosaicos e geoplanos podem ser recursos que auxiliam na análise, representação e percepção das características das figuras planas."
EF03MA16,Ensino Fundamental,03,,Matemática,16,"Reconhecer figuras congruentes, usando sobreposição e desenhos em malhas quadriculadas ou triangulares, incluindo o uso de tecnologias digitais.",Geometria,Congruência de figuras geométricas planas,,,,,,,
EF03MA17,Ensino Fundamental,03,,Matemática,17,Reconhecer que o resultado de uma medida depende da unidade de medida utilizada.,Grandezas e medidas,Significado de medida e de unidade de medida,,,,,,,
EF03MA18,Ensino Fundamental,03,,Matemática,18,"Escolher a unidade de medida e o instrumento mais apropriado para medições de comprimento, tempo e capacidade.",Grandezas e medidas,Significado de medida e de unidade de medida,,,,,,,
EF03MA19,Ensino Fundamental,03,,Matemática,19,"Estimar, medir e comparar comprimentos, utilizando unidades de medida não padronizadas e padronizadas mais usuais (metro, centímetro e milímetro) e diversos instrumentos de medida.",Grandezas e medidas,"Medidas de comprimento (unidades não convencionais e convencionais): registro, instrumentos de medida, estimativas e comparações",sim,AF,EF02MA16,"• Identificar diferentes unidades de medida de comprimento (m e cm) e a relação entre elas.
• Identificar a unidade de medida de comprimento mais adequada para realizar uma medição.
• Estimar, medir e comparar comprimentos utilizando diferentes unidades de medida, como o metro e o centímetro, e distintos instrumentos de medida.
• Expressar numericamente o resultado de uma medição envolvendo a grandeza comprimento.
• Associar as unidades de medida de comprimento ao sistema métrico decimal.","CE: 1 e 3
CG: 1 e 4","EF03MA17
EF03MA18","Esta habilidade apresenta uma ampliação do trabalho realizado pela habilidade EF02MA16 com a introdução de uma nova unidade de medida (o milímetro). É importante ressaltar que o trabalho envolvendo medições está baseado na identificação da grandeza (comprimento), da comparação com a unidade padrão a ser usada (metro, centímetro ou milímetro) e da expressão do número de vezes que a unidade está contida na grandeza e sua respectiva unidade de medida. De maneira análoga ao ocorrido com o Sistema de Numeração Decimal, em que ano após ano é ampliado o universo numérico do aluno, é significativo que ele estabeleça relações de equivalência entre metro e centímetro, metro e quilômetro e metro e milímetro. O trabalho com a estimativa e a utilização de instrumentos, como régua, trena e metro devem ser explorados. Espera-se que a aprendizagem em relação às unidades metro e centímetro seja mobilizada com fluência pelo estudante. Esta aprendizagem representa parte da habilidade em questão e não é foco a fluência na unidade milímetro. Sugerimos que sejam trabalhadas as unidades e os instrumentos mais adequados a realização das medidas de comprimento."
EF03MA20,Ensino Fundamental,03,,Matemática,20,"Estimar e medir capacidade e massa, utilizando unidades de medida não padronizadas e padronizadas mais usuais (litro, mililitro, quilograma, grama e miligrama), reconhecendo-as em leitura de rótulos e embalagens, entre outros.",Grandezas e medidas,"Medidas de capacidade e de massa (unidades não convencionais e convencionais): registro, estimativas e comparações",sim,AF,,"• Identificar as unidades de medida de massa e de capacidade (quilograma e litro, respectivamente) e estabelecer relação entre elas.
• Estimar, medir e comparar massa e capacidade utilizando unidades de medida padronizadas e não padronizadas.
• Valorizar a importância das medidas em situações cotidianas e reconhecer as grandezas de massa e de capacidade em leitura de rótulos e embalagens.","CE: 1 e 3
CG: 1 e 4",,"De maneira análoga ao ocorrido com a grandeza comprimento, para que ocorra o desenvolvimento desta habilidade é importante que o aluno possa (i) identificar a grandeza a ser medida (massa ou capacidade); (ii) comparar a unidade padrão com a grandeza a ser medida; e (iii) explicitar esta comparação através de uma quantidade (número) seguida de uma unidade de medida. Relações envolvendo o quilograma e o grama (1 kg = 1000 g) e o litro e o mililitro (1 L = 1000 mL) podem ser exploradas através da leitura de embalagens de produtos e bulas de medicamentos. Contudo, relações expressas por números racionais (na forma de fração ou decimal) devem ficar restritas aos próximos anos. Espera-se que a aprendizagem sobre as unidades litro e quilograma seja mobilizada com fluência até o final do ano, a qual representa apenas parte desta habilidade. Não são foco de fluência as unidades mililitro, grama e miligrama. Sugerimos que sejam trabalhadas as unidades e os instrumentos mais adequados a realização das medidas de comprimento, massa e capacidade."
EF03MA21,Ensino Fundamental,03,,Matemática,21,"Comparar, visualmente ou por superposição, áreas de faces de objetos, de figuras planas ou de desenhos.",Grandezas e medidas,Comparação de áreas por superposição,,,,,,,
EF03MA22,Ensino Fundamental,03,,Matemática,22,"Ler e registrar medidas e intervalos de tempo, utilizando relógios (analógico e digital) para informar os horários de início e término de realização de uma atividade e sua duração.",Grandezas e medidas,"Medidas de tempo: leitura de horas em relógios digitais e analógicos, duração de eventos e reconhecimento de relações entre unidades de medida de tempo",,,,,,,
EF03MA23,Ensino Fundamental,03,,Matemática,23,Ler horas em relógios digitais e em relógios analógicos e reconhecer a relação entre hora e minutos e entre minuto e segundos.,Grandezas e medidas,"Medidas de tempo: leitura de horas em relógios digitais e analógicos, duração de eventos e reconhecimento de relações entre unidades de medida de tempo",sim,AF,EF02MA18,"• Conhecer e comparar os diferentes tipos de instrumento utilizados para marcar o tempo.
• Ler as horas em diferentes tipos de relógio.
• Relacionar hora e minuto.","CE: 1 e 3
CG: 1 e 4",EF03MA22,"Nota-se que esta habilidade se refere a uma ampliação de outras habilidades envolvendo medidas de tempo desenvolvidas nos anos anteriores (EF01MA17 e EM02MA18). Contudo, enquanto as habilidades anteriores utilizavam intervalos de tempo, como dias, meses e anos, esta se atém à distinção entre instrumentos de medidas de tempo (relógio digital e relógio analógico) e, também, às unidades medidas de tempo (horas, minutos e segundos). Nesse caso, é significativo que o aluno compreenda as relações existentes entre cada unidade de medida de tempo, ou seja, que 1 dia é formado por 24 horas, que 1 hora é composta por 60 minutos e que 1 minuto é constituído por 60 segundos. Situações que envolvam a contagem de múltiplos de 5 podem contribuir para a leitura de horários em relógios analógicos. Não esqueça de desenvolver a estimativa da ordem de grandeza da duração de um evento, em especial em minutos e segundos e, depois, comprovar se a estimativa realizada foi razoável ou não."
EF03MA24,Ensino Fundamental,03,,Matemática,24,"Resolver e elaborar problemas que envolvam a comparação e a equivalência de valores monetários do sistema brasileiro em situações de compra, venda e troca.",Grandezas e medidas,Sistema monetário brasileiro: estabelecimento de equivalências de um mesmo valor na utilização de diferentes cédulas e moedas,sim,AF,EF02MA20,"• Reconhecer cédulas e moedas que circulam no Brasil e possíveis trocas entre elas, em função de seus valores.
• Resolver e elaborar problemas que envolvam a comparação e a equivalência de valores monetários do sistema brasileiro em situações de compra, venda e troca.","CE: 1 e 3
CG: 1, 2, 4, 9 e 10",,"O foco desta habilidade se relaciona com outra habilidade desenvolvida nos anos anteriores (EF02MA20). Situações nas quais é necessário que o aluno efetue simulações de compra e venda de mercadorias, calculem descontos ou determinem troco, podem fornecer, quando bem problematizadas, contextos em que haja necessidade de conhecer os valores das cédulas e moedas, compreender a equivalência de valores entre notas de valores diferentes ou comparar o valor de cédulas e moedas para identificar quantas vezes o valor de uma é maior que outra cédula ou moeda."
EF03MA25,Ensino Fundamental,03,,Matemática,25,"Identificar, em eventos familiares aleatórios, todos os resultados possíveis, estimando os que têm maiores ou menores chances de ocorrência.",Probabilidade e estatística,Análise da ideia de acaso em situações do cotidiano: espaço amostral,,,,,,,
EF03MA26,Ensino Fundamental,03,,Matemática,26,"Resolver problemas cujos dados estão apresentados em tabelas de dupla entrada, gráficos de barras ou de colunas.",Probabilidade e estatística,"Leitura, interpretação e representação de dados em tabelas de dupla entrada e gráficos de barras",,,,,,,
EF03MA27,Ensino Fundamental,03,,Matemática,27,"Ler, interpretar e comparar dados apresentados em tabelas de dupla entrada, gráficos de barras ou de colunas, envolvendo resultados de pesquisas significativas, utilizando termos como maior e menor frequência, apropriando-se desse tipo de linguagem para compreender aspectos da realidade sociocultural significativos.",Probabilidade e estatística,"Leitura, interpretação e representação de dados em tabelas de dupla entrada e gráficos de barras",sim,AF,EF02MA22,"• Ler e analisar dados apresentados em tabelas de dupla entrada, gráficos de barras ou de colunas envolvendo pesquisas significativas.
• Utilizar na interpretação de tabelas e gráficos termos, como maior e menor frequência.
• Apropriar-se da linguagem estatística (maior e menor frequência) para compreender aspectos da realidade sociocultural.","CE: 1, 2 e 6
CG: 4 e 7",EF03MA26,"Nesta habilidade, está implícito o conceito de frequência absoluta, ou seja, o número de vezes apresentado por um evento que se repete. Um bom exemplo envolve o lançamento de um dado: se durante dez lançamentos foi obtido o número 6 cinco vezes, isto significa que a frequência do número 6 é 5 (número de vezes que saiu o número 6 no lançamento do dado). A partir da compreensão deste conceito, o aluno terá condições de comparar elementos de um gráfico ou de uma tabela para indicar qual evento apresenta uma frequência maior ou menor que outro. Há ainda, nesta habilidade, um destaque a situações que envolvam o contexto sociocultural do aluno, como número de irmãos que possui, quantidade de pessoas em sua residência ou número de televisões da sua família."
